,date,score
204,16-02-08,0.4166666666666667
205,16-02-09,0.21875
206,16-02-10,0.35
207,16-02-11,0.4642857142857143
208,16-02-12,0.5263157894736842
209,16-02-13,0.42857142857142855
210,16-02-14,0.40476190476190477
211,16-02-15,0.4444444444444444
212,16-02-16,0.09090909090909091
213,16-02-17,0.55
214,16-02-18,0.3235294117647059
215,16-02-19,0.2631578947368421
216,16-02-20,0.3888888888888889
217,16-02-21,0.2727272727272727
218,16-02-22,0.6111111111111112
219,16-02-23,0.2413793103448276
220,16-02-24,0.4090909090909091
221,16-02-25,0.375
222,16-02-26,0.3103448275862069
223,16-02-27,0.2894736842105263
224,16-02-28,0.4642857142857143
225,16-02-29,0.15384615384615385
226,16-03-01,0.20833333333333334
227,16-03-02,0.2916666666666667
228,16-03-03,0.2894736842105263
229,16-03-04,0.39285714285714285
230,16-03-05,0.2
231,16-03-06,0.20588235294117646
232,16-03-07,0.4666666666666667
233,16-03-08,0.36363636363636365
234,16-03-09,0.36363636363636365
235,16-03-10,0.625
236,16-03-11,0.11764705882352941
237,16-03-12,0.38235294117647056
238,16-03-13,0.5
239,16-03-14,0.5
240,16-03-15,0.39655172413793105
241,16-03-16,0.09615384615384616
242,16-03-17,0.5384615384615384
243,16-03-18,0.53125
244,16-03-19,0.25
245,16-03-20,0.3125
246,16-03-21,0.25
247,16-03-22,0.5
248,16-03-23,0.4666666666666667
249,16-03-24,0.52
250,16-03-25,0.75
251,16-03-26,0.34615384615384615
252,16-03-27,0.25
253,16-03-28,0.45454545454545453
254,16-03-29,0.5
255,16-03-30,0.2857142857142857
256,16-03-31,0.07142857142857142
257,16-04-01,0.4
258,16-04-02,0.2777777777777778
259,16-04-03,0.11538461538461539
260,16-04-04,0.05555555555555555
261,16-04-05,0.3333333333333333
262,16-04-06,0.0
263,16-04-07,0.5
264,16-04-08,0.3076923076923077
265,16-04-09,0.23076923076923078
266,16-04-10,0.3125
267,16-04-11,0.25
268,16-04-12,0.0
269,16-04-13,0.2
270,16-04-14,0.16666666666666666
271,16-04-15,0.0
272,16-04-16,0.14285714285714285
273,16-04-17,0.3
274,16-04-18,0.6
275,16-04-19,0.3235294117647059
276,16-04-20,0.2
277,16-04-21,0.42857142857142855
278,16-04-22,0.0
279,16-04-23,0.2222222222222222
280,16-04-24,0.0625
281,16-04-25,0.5
282,16-04-26,0.35714285714285715
283,16-04-27,0.0
284,16-04-28,0.17857142857142858
285,16-04-29,0.3333333333333333
286,16-04-30,0.2857142857142857
287,16-05-01,0.0
288,16-05-02,0.08333333333333333
289,16-05-03,0.125
290,16-05-04,0.07142857142857142
291,16-05-05,0.5
292,16-05-06,0.3333333333333333
293,16-05-07,0.5625
294,16-05-08,0.21428571428571427
295,16-05-09,0.35
296,16-05-10,0.40625
297,16-05-11,0.46875
298,16-05-12,0.0
299,16-05-13,0.125
300,16-05-14,0.6666666666666666
301,16-05-15,0.35714285714285715
302,16-05-16,0.65625
303,16-05-17,0.4444444444444444
304,16-05-18,0.2
305,16-05-19,0.3
306,16-05-20,0.3333333333333333
307,16-05-21,0.55
308,16-05-22,0.4166666666666667
309,16-05-23,0.25
310,16-05-24,0.4
311,16-05-25,0.3611111111111111
312,16-05-26,0.2222222222222222
313,16-05-27,0.1
314,16-05-28,0.45454545454545453
315,16-05-29,0.16666666666666666
316,16-05-30,0.34615384615384615
317,16-05-31,0.2
318,16-06-01,0.6666666666666666
319,16-06-02,0.4772727272727273
320,16-06-03,0.225
321,16-06-04,0.2
322,16-06-05,0.8333333333333334
323,16-06-06,0.0
324,16-06-10,0.25
325,16-06-11,0.36363636363636365
326,16-06-12,0.8125
327,16-06-13,0.5833333333333334
328,16-06-14,0.2857142857142857
329,16-06-15,0.3888888888888889
330,16-06-16,0.3125
331,16-06-17,0.16666666666666666
332,16-06-18,0.1
333,16-06-19,0.5
334,16-06-20,0.16666666666666666
335,16-06-21,0.6923076923076923
336,16-06-22,0.5
337,16-06-23,0.3333333333333333
338,16-06-24,0.32142857142857145
339,16-06-25,0.3
340,16-06-26,0.6764705882352942
341,16-06-27,0.8333333333333334
342,16-06-28,0.5909090909090909
343,16-06-29,0.2222222222222222
344,16-06-30,0.375
345,16-07-01,0.55
346,16-07-02,0.39285714285714285
347,16-07-03,0.6875
348,16-07-04,0.5
349,16-07-05,0.5
350,16-07-06,0.53125
351,16-07-07,0.25
352,16-07-08,0.75
353,16-07-09,0.0
354,16-07-10,0.75
355,16-07-11,0.375
356,16-07-12,0.4642857142857143
357,16-07-13,0.43333333333333335
358,16-07-14,0.4166666666666667
359,16-07-15,0.5
360,16-07-16,0.35714285714285715
361,16-07-17,0.5882352941176471
362,16-07-18,0.16666666666666666
363,16-07-19,0.14285714285714285
364,16-07-20,0.25
365,16-07-21,0.08823529411764706
366,16-07-22,0.2857142857142857
367,16-07-23,0.5625
368,16-07-24,0.5
369,16-07-25,0.4166666666666667
370,16-07-26,0.625
371,16-07-27,0.4473684210526316
372,16-07-28,0.4117647058823529
373,16-07-29,0.6071428571428571
374,16-07-30,0.4230769230769231
375,16-07-31,0.6
376,16-08-01,0.3409090909090909
377,16-08-02,0.4642857142857143
378,16-08-03,0.14285714285714285
379,16-08-04,0.0
380,16-08-05,0.5909090909090909
381,16-08-06,0.625
382,16-08-07,0.5
383,16-08-08,0.15384615384615385
384,16-08-09,0.18181818181818182
385,16-08-10,0.4666666666666667
386,16-08-11,0.25
387,16-08-12,0.45454545454545453
388,16-08-13,0.1875
389,16-08-14,0.9375
390,16-08-15,0.6
391,16-08-16,0.375
392,16-08-17,0.4
393,16-08-18,0.5
394,16-08-19,0.25
395,16-08-20,0.2777777777777778
396,16-08-21,0.0
397,16-08-22,0.38461538461538464
398,16-08-23,0.5625
399,16-08-24,0.1875
400,16-08-25,0.5
401,16-08-26,0.425
402,16-08-27,0.5
403,16-08-28,0.2222222222222222
404,16-08-29,0.8636363636363636
405,16-08-30,0.25
406,16-08-31,0.3
407,16-09-01,0.3
408,16-09-02,0.3
409,16-09-03,0.3
410,16-09-04,0.5
411,16-09-05,0.4090909090909091
412,16-09-06,0.2
413,16-09-07,0.2857142857142857
414,16-09-08,0.3076923076923077
415,16-09-09,0.3
416,16-09-10,0.4166666666666667
417,16-09-11,0.5
418,16-09-12,0.3333333333333333
419,16-09-13,0.1111111111111111
420,16-09-14,0.08333333333333333
421,16-09-15,0.13333333333333333
422,16-09-16,0.16666666666666666
423,16-09-17,0.6071428571428571
424,16-09-18,0.2
425,16-09-19,0.55
426,16-09-20,0.2
427,16-09-21,0.35714285714285715
428,16-09-22,0.1
429,16-09-23,0.2857142857142857
430,16-09-24,0.3125
431,16-09-25,0.625
432,16-09-26,0.5
433,16-09-27,0.28431372549019607
434,16-09-28,0.05555555555555555
435,16-09-29,0.25
436,16-09-30,0.5416666666666666
437,16-10-01,0.75
438,16-10-02,0.25
439,16-10-03,0.0
440,16-10-04,0.125
441,16-10-05,0.39166666666666666
442,16-10-06,0.21428571428571427
443,16-10-07,0.5
444,16-10-08,0.7
445,16-10-09,0.3076923076923077
446,16-10-10,0.4838709677419355
447,16-10-11,0.2647058823529412
448,16-10-12,0.4375
449,16-10-13,0.3181818181818182
450,16-10-14,0.375
451,16-10-15,0.46153846153846156
452,16-10-16,0.5263157894736842
453,16-10-17,0.5
454,16-10-18,0.5
455,16-10-19,0.525
456,16-10-20,0.45977011494252873
457,16-10-21,0.5416666666666666
458,16-10-22,0.1875
459,16-10-23,0.4166666666666667
460,16-10-24,0.3055555555555556
461,16-10-25,0.5
462,16-10-26,0.5
463,16-10-27,0.225
464,16-10-28,0.5
465,16-10-29,0.35
466,16-10-30,0.2222222222222222
467,16-10-31,0.125
468,16-11-01,0.4642857142857143
469,16-11-02,0.32142857142857145
470,16-11-03,0.2
471,16-11-04,0.2692307692307692
472,16-11-05,0.1111111111111111
473,16-11-06,0.1
474,16-11-07,0.19230769230769232
475,16-11-08,0.25
476,16-11-09,0.16666666666666666
477,16-11-10,0.0
478,16-11-11,0.3
